player_id,first_name,last_name,email,phone_number,birthday,position,shoots,height,weight_lbs,jersey_num,gender,gpa,years_eligibility,development_id
237,Geoffrey,Perry,raymondsutton@example.org,1389612716,2000-10-20,D,L,"5'7""",170.4,90,M,3.74,5,4
238,David,Adams,tammylopez@example.net,0091625566,2004-07-21,D,R,"5'10""",216.8,23,M,2.85,3,2
239,Joshua,King,katelyn78@example.com,6959705712,1999-02-21,G,L,"5'11""",178.8,30,M,2.83,5,4
240,Stephen,Moody,brandon25@example.net,3258945909,1997-05-04,G,R,"5'9""",204.8,30,M,3.8,3,5
241,Robert,Lopez,reginacole@example.org,2304698024,2002-12-13,F,L,"6'1""",191.7,90,M,3.59,4,5
242,Brian,Blair,smithdustin@example.com,5945977503,1997-06-28,F,L,"5'9""",190.4,28,M,3.42,5,1
243,Brett,Woodard,nthompson@example.org,8855603103,2005-10-11,F,R,"5'8""",189.0,44,M,3.23,5,3
244,David,Lane,cheryl24@example.net,3349838757,1999-12-13,F,R,"5'9""",163.6,45,M,3.6,2,5
245,Victor,Alvarez,mullinschristina@example.org,5214622869,2003-10-22,F,R,"6'8""",192.9,56,M,2.79,3,1
246,Alan,Sanchez,jessica92@example.net,1635451735,2000-05-14,F,R,"6'3""",199.1,46,M,3.51,3,3
247,Timothy,Glover,hutchinsonmary@example.org,3785314204,2003-01-08,F,R,"6'1""",162.3,84,M,2.89,3,4
248,Joseph,Johnson,nunezgeorge@example.net,7989281059,2002-01-21,F,L,"6'2""",165.4,49,M,2.57,5,3
249,Cody,Taylor,mendozasarah@example.net,9295008321,2006-07-14,F,L,"5'11""",160.1,62,M,3.13,1,4
250,Sean,Allen,michaelallen@example.com,7976790412,1997-11-21,F,L,"5'7""",215.4,89,M,3.87,4,5
251,Ronald,Edwards,greenjessica@example.com,4490133043,1999-06-17,F,L,"6'7""",163.9,92,M,2.76,5,2
252,Alexander,Rodriguez,rojasrebecca@example.net,3146585324,2004-01-17,F,L,"5'6""",180.7,57,M,2.63,3,2
253,Michael,Bennett,rjackson@example.net,7458195779,2004-12-08,D,R,"6'1""",196.9,28,M,3.23,5,3
254,Kirk,Wong,timothy81@example.org,7662496902,2004-05-15,D,L,"6'4""",195.9,68,M,2.7,2,3
255,Donald,Duncan,jared62@example.net,7392050970,2006-06-18,D,L,"6'2""",167.8,69,M,3.53,4,1
256,Kyle,Scott,adriangardner@example.net,5524391457,2003-09-20,D,L,"6'10""",203.9,80,M,3.4,1,2
257,Nicholas,Bernard,brownjohn@example.com,5434359799,2002-12-31,D,R,"6'0""",197.0,25,M,3.56,2,3
258,Stephen,Atkins,patricia53@example.com,9505541604,2002-02-18,D,R,"5'10""",189.8,17,M,2.95,5,5
259,Daniel,Lee,bryan76@example.org,5477608283,1999-11-23,G,L,"6'6""",196.5,35,M,3.69,3,4
260,Jordan,Mathews,cindy13@example.com,1114161746,2000-11-25,G,L,"5'7""",168.6,1,M,3.43,5,3
261,Christopher,Mitchell,curtisstevens@example.com,9348594958,2006-08-04,F,R,"6'11""",166.5,43,M,3.53,4,2
262,Paul,Salinas,jared61@example.com,5039973385,1998-10-01,F,R,"5'6""",215.1,62,M,2.5,3,3
263,Nathaniel,Johnson,traviswood@example.com,2967895214,2005-02-24,F,R,"6'6""",202.8,17,M,3.26,5,3
264,Wesley,Rodriguez,robertsjoshua@example.com,9871148584,2001-06-23,F,L,"6'0""",210.1,48,M,3.26,3,1
265,Jose,Spears,lmorrison@example.com,5911139942,2005-08-01,F,L,"5'11""",201.4,27,M,2.73,5,5
266,Steven,Torres,padillakelly@example.org,6699458309,2001-03-12,F,L,"6'11""",209.7,45,M,3.91,5,2
267,Nathan,Harris,buckbarbara@example.net,0194870142,2004-10-18,F,L,"5'8""",168.2,15,M,3.04,4,4
268,Michael,Cherry,dgolden@example.net,8449472862,2000-07-06,F,L,"6'3""",200.4,91,M,2.79,1,3
269,Blake,Mitchell,parksalec@example.net,4306796012,2000-04-22,F,R,"5'11""",212.0,47,M,2.54,4,5
270,James,Livingston,harrisonjason@example.net,3620742604,2002-09-15,F,L,"5'8""",170.4,70,M,3.4,2,4
271,Thomas,Bryant,michelle54@example.org,4001112951,2003-10-03,F,L,"6'7""",181.8,11,M,3.37,2,2
272,Matthew,Young,christopheravery@example.com,8888868013,2003-01-23,F,R,"5'7""",183.5,3,M,2.55,4,2
273,James,Cannon,julian38@example.com,3815704189,2006-01-26,D,L,"5'8""",172.4,4,M,2.52,2,3
274,Cory,Roberts,igutierrez@example.org,6198481019,1997-06-15,D,R,"5'11""",195.8,44,M,3.34,5,1
275,Benjamin,Sellers,matthew05@example.org,1120590177,2004-09-24,D,R,"6'8""",209.6,87,M,3.81,5,1
276,Mark,Salas,vegarick@example.com,4487082198,2003-03-04,D,L,"5'6""",182.2,30,M,2.59,4,1
277,Brett,Hughes,andrea49@example.org,7522893452,2004-07-17,D,L,"6'4""",176.7,18,M,3.47,1,4
278,Aaron,Fisher,lisa48@example.org,4169030289,2002-04-23,D,L,"5'7""",172.4,8,M,3.39,2,2
279,Alec,James,melissa68@example.org,0232744208,2005-11-30,G,R,"5'8""",218.6,30,M,2.93,5,1
280,Ricky,Williams,ysolomon@example.net,2567428700,1999-10-27,G,L,"5'7""",176.8,31,M,2.75,3,1
281,Thomas,Garcia,torressara@example.net,2478580205,2003-06-01,F,L,"5'7""",207.3,40,M,2.58,3,1
282,Corey,Acevedo,jsimpson@example.net,3185350131,1999-10-09,F,R,"6'11""",180.5,96,M,3.47,5,1
283,Eugene,Molina,hughesdaniel@example.org,4979979632,1999-08-18,F,L,"6'9""",197.6,58,M,3.23,3,1
284,Matthew,Mcguire,sullivandaniel@example.org,4492131305,1998-04-05,F,R,"6'7""",215.8,84,M,2.91,3,4
285,Christopher,Castaneda,conniesullivan@example.com,0848989593,2005-02-07,F,R,"6'5""",172.8,64,M,2.77,5,2
286,Chad,Scott,gcontreras@example.org,6193547338,2006-02-20,F,L,"5'10""",209.4,37,M,2.99,2,1
287,Christopher,Richards,garciabethany@example.org,0517321652,2004-05-22,F,L,"5'11""",219.8,26,M,3.17,2,1
288,Brian,Smith,tlee@example.com,7259844839,2006-10-19,F,R,"5'11""",176.4,62,M,3.51,5,4
289,Oscar,Dunn,nsherman@example.com,4880323280,2006-03-20,F,R,"6'5""",198.4,21,M,3.19,5,2
290,Jason,Garcia,samuelmcclain@example.org,8329043846,1997-08-28,F,R,"6'0""",185.5,48,M,3.34,4,1
291,Justin,Nelson,meganhensley@example.org,8870879269,2004-11-13,F,R,"5'8""",191.1,41,M,2.67,5,3
292,Michael,Espinoza,dawnphillips@example.com,2985452905,2004-07-24,F,L,"5'6""",197.1,6,M,3.12,5,4
293,Justin,Gallegos,robertsonbrandon@example.org,6252049721,2002-03-20,D,L,"6'1""",194.0,62,M,3.14,4,2
294,Colin,Stuart,joel63@example.org,9050679267,2005-03-29,D,R,"5'10""",180.6,96,M,2.5,4,5
295,John,Mullins,boonewilliam@example.net,8749178628,2000-09-07,D,R,"6'8""",214.9,9,M,2.71,2,1
296,Scott,Copeland,cassandra87@example.com,3561961499,2003-11-22,D,R,"6'3""",191.4,89,M,2.81,1,1
297,Frank,Finley,lynchcameron@example.com,6975792216,2006-11-27,D,R,"6'10""",181.5,10,M,3.19,3,4
298,Richard,Rodriguez,christopherhall@example.org,9882810827,1997-06-14,D,R,"6'3""",198.3,5,M,2.76,3,3
299,Shawn,Miller,rodriguezwilliam@example.com,3244277943,1999-08-18,G,R,"5'6""",183.1,1,M,3.59,2,3
300,Charles,Lewis,alicia51@example.com,5167296247,2002-02-09,G,R,"5'7""",173.6,35,M,2.66,5,5
301,Mark,White,heather53@example.net,3884646561,2006-04-19,F,L,"6'9""",211.2,64,M,3.04,5,3
302,James,Clayton,manningrobert@example.net,6162685254,2001-03-16,F,R,"5'6""",162.7,57,M,3.07,4,3
303,Tyler,Johnson,nicolelowe@example.com,6695269899,2006-06-10,F,L,"6'7""",204.0,62,M,3.73,2,2
304,Eric,Barron,jennifertorres@example.net,1296675778,1997-07-24,F,R,"5'9""",199.8,32,M,3.26,2,4
305,Joseph,Russell,bmatthews@example.net,1406064769,1999-01-04,F,R,"5'8""",200.0,3,M,2.83,2,3
306,Derrick,Ryan,emmamalone@example.com,9544763514,1999-05-01,F,L,"5'6""",169.8,25,M,2.84,4,1
307,Garrett,Gomez,anthony63@example.net,7091921909,2005-01-17,F,R,"5'11""",208.0,64,M,3.23,5,2
308,James,Thompson,delgadobob@example.net,2206926062,2002-06-11,F,R,"6'8""",195.5,90,M,2.77,5,2
309,Timothy,Weber,david92@example.com,6286591614,1997-05-19,F,R,"6'1""",215.6,64,M,3.33,4,3
310,William,Holland,stevenho@example.net,0517144969,2003-11-09,F,L,"6'1""",203.4,76,M,2.52,1,2
311,Brett,Simmons,lmurphy@example.net,5783170074,2003-12-18,F,R,"6'2""",179.8,91,M,2.56,5,3
312,Joshua,Webster,wbennett@example.com,3805529914,1997-10-17,F,R,"5'11""",187.0,51,M,3.52,2,3
313,James,Snyder,timothygarza@example.net,5583023254,1999-11-28,D,R,"5'11""",193.9,75,M,3.19,3,2
314,Brian,Jenkins,daviskaren@example.com,1864388837,1997-03-24,D,L,"6'2""",210.8,48,M,2.77,3,4
315,Raymond,Gardner,aaronmccoy@example.net,6656472072,1998-04-13,D,L,"6'4""",191.8,66,M,3.78,1,4
316,Daniel,Luna,baileyantonio@example.org,2433409535,2005-03-02,D,R,"5'6""",179.8,89,M,3.58,3,1
317,Matthew,Valentine,devin84@example.org,6658679449,1997-03-27,D,L,"6'7""",188.8,51,M,3.3,1,3
318,Michael,Pugh,kathleenrodriguez@example.com,0253959375,2001-01-10,D,R,"6'6""",211.0,9,M,3.51,5,5
319,Aaron,May,qcobb@example.org,1445584584,2000-03-14,G,L,"5'9""",203.4,30,M,2.85,1,5
320,George,Johnson,ohall@example.net,0033399752,2005-06-05,G,R,"6'10""",175.9,31,M,2.85,2,3
321,Justin,Patterson,wmorales@example.net,3019217919,2000-12-12,F,R,"5'9""",211.3,29,M,3.87,3,4
322,Timothy,Chen,tammyday@example.com,3749453376,2006-04-01,F,L,"5'11""",219.1,8,M,3.3,4,5
323,Dennis,Perez,bakerkrystal@example.net,3524535430,2000-01-02,F,R,"6'4""",210.7,33,M,3.97,4,1
324,Michael,Whitehead,justinrusso@example.net,1816465441,2004-01-17,F,R,"5'9""",204.6,63,M,3.76,3,2
325,John,Clarke,jordanjacqueline@example.net,3603636049,2005-05-27,F,L,"5'7""",174.3,84,M,3.63,3,1
326,Christopher,Brown,ivan17@example.com,6832460786,1998-03-30,F,R,"5'10""",160.6,60,M,2.69,5,3
327,Jose,Fisher,ncooper@example.com,0875845396,2002-02-28,F,L,"5'7""",197.3,95,M,3.11,5,2
328,Daniel,Mcintyre,peter44@example.com,8365616635,2000-04-16,F,R,"6'3""",180.9,84,M,2.59,4,2
329,John,Gray,eparks@example.com,1898232926,2003-09-21,F,L,"5'11""",181.7,8,M,3.76,2,2
330,Brian,Sanders,donna25@example.org,9759683760,2005-04-06,F,R,"5'6""",161.8,8,M,2.52,1,5
331,Michael,Rogers,anthonyfarmer@example.com,9762526065,2002-06-23,F,R,"6'6""",180.3,82,M,3.1,3,3
332,Carlos,Wood,qknight@example.com,9860267902,2000-05-07,F,L,"5'8""",206.6,27,M,3.03,4,2
333,Larry,Hayes,williamwright@example.org,5450142819,2005-11-07,D,R,"6'10""",166.7,79,M,2.7,5,5
334,Scott,Diaz,collinsdennis@example.org,8579321373,2001-09-07,D,L,"6'11""",202.9,90,M,3.68,4,3
335,Steven,Crosby,gabrielle03@example.net,0986835900,1997-07-23,D,R,"5'6""",192.7,75,M,3.31,1,1
336,Robert,Welch,nicholas43@example.net,6822603519,1999-10-28,D,L,"6'4""",177.5,85,M,3.37,4,1
337,James,Martinez,michael39@example.com,8663377208,2005-07-26,D,L,"6'2""",199.3,75,M,3.38,3,3
338,John,Mitchell,williamssean@example.com,1520966632,2006-12-28,D,L,"5'10""",163.2,80,M,3.51,3,2
339,Billy,Taylor,qreynolds@example.org,7153596024,2000-07-31,G,L,"6'3""",190.1,31,M,3.11,4,4
340,Kevin,Garza,michelleharrison@example.com,2603028604,2000-02-25,G,R,"5'7""",176.4,31,M,3.12,3,1
341,Justin,Roberts,steve69@example.com,9215904704,2001-09-23,F,L,"6'6""",195.7,81,M,3.1,4,3
342,Brian,Brown,julie01@example.net,9938481552,1999-05-22,F,L,"6'6""",209.2,28,M,2.98,4,4
343,Douglas,King,laurenlee@example.com,9135080932,2000-07-25,F,L,"6'2""",162.8,3,M,3.05,3,1
344,Mitchell,Harris,kelly29@example.org,6106095396,1998-12-21,F,R,"6'2""",175.1,87,M,3.91,5,2
345,Jonathan,Baker,brian19@example.org,9478080203,2003-08-20,F,R,"5'8""",209.7,10,M,3.79,3,1
346,Erik,Rivera,dustinmills@example.net,3516602831,2004-03-03,F,L,"5'7""",166.1,93,M,4.0,5,2
347,Michael,Campbell,troywade@example.net,0916177906,1999-05-06,F,R,"6'9""",205.8,26,M,3.94,2,4
348,Jason,Boyer,daytracy@example.org,5309095118,2006-06-02,F,L,"6'10""",217.6,45,M,2.94,4,1
349,Drew,Hall,noah39@example.org,9425280002,2002-03-26,F,L,"5'9""",211.0,51,M,3.43,3,5
350,Charles,Thompson,twilson@example.net,3716005961,2005-04-30,F,L,"5'7""",178.7,69,M,2.78,5,1
351,Robert,Henderson,ucollins@example.org,7332831400,2004-03-09,F,R,"5'6""",181.6,24,M,3.48,2,1
352,Luis,Franklin,steven38@example.com,3367312426,2002-01-03,F,L,"5'7""",191.0,96,M,3.71,5,3
353,Devon,Lynch,francisvalerie@example.com,4881517941,2002-03-25,D,L,"6'5""",212.3,2,M,2.81,4,4
354,Jim,Moore,amandaramos@example.com,8911600511,2003-01-03,D,R,"5'6""",194.2,25,M,3.71,1,1
355,Thomas,Pineda,amy16@example.org,1173730351,2006-04-10,D,R,"5'8""",178.4,94,M,3.59,5,2
356,Timothy,Berry,whitneyelizabeth@example.org,1776961604,2001-01-24,D,R,"6'4""",216.2,80,M,3.88,1,5
357,James,Combs,qgreen@example.com,8512803721,1997-05-21,D,R,"6'9""",197.8,65,M,3.54,2,1
358,George,Gutierrez,richard36@example.net,5529957210,1999-08-06,D,R,"5'8""",176.2,73,M,3.82,2,2
359,Randy,Green,donna66@example.org,2349405697,1999-01-29,G,R,"6'3""",182.7,1,M,3.74,5,1
360,Jake,Smith,kevinanderson@example.net,3409178387,2005-03-13,G,L,"6'7""",202.8,35,M,3.52,1,4
361,Darren,Jenkins,matthewroberts@example.net,6120801148,2006-03-26,F,R,"6'11""",169.3,2,M,2.8,4,4
362,Sean,Patterson,estesmegan@example.org,2142471056,2004-08-24,F,R,"6'11""",206.3,40,M,2.76,3,2
363,Joseph,White,gary58@example.com,3711204785,2002-01-16,F,L,"6'1""",162.4,27,M,3.83,1,2
364,William,Ponce,nancyalvarez@example.com,8605145674,2002-11-09,F,R,"5'10""",176.5,23,M,3.66,4,1
365,Ian,Moore,michael51@example.org,8399679311,1998-08-05,F,L,"6'2""",212.7,56,M,3.94,1,3
366,Brett,Robinson,margaret01@example.net,7076594680,2005-10-03,F,L,"5'6""",192.3,28,M,3.76,3,1
367,George,Flynn,stacey76@example.com,0021489970,2003-08-09,F,R,"6'4""",173.6,26,M,3.23,3,4
368,Joshua,Clark,steven38@example.org,6891634548,2002-06-26,F,R,"6'5""",211.8,26,M,2.71,1,5
369,Tyler,Mason,travissilva@example.net,4395120321,2005-05-09,F,R,"5'6""",189.3,82,M,3.56,4,3
370,Marcus,Garcia,amanda46@example.net,1037625208,2001-11-10,F,R,"6'2""",188.9,74,M,2.85,2,5
371,Joseph,Thomas,allendaniel@example.org,0974176984,2004-05-18,F,R,"6'0""",187.9,82,M,3.73,5,4
372,Timothy,Wu,taylorshelton@example.com,6472968321,1998-05-12,F,R,"6'8""",209.5,36,M,2.55,1,5
373,Joshua,Holland,christine54@example.org,5652914115,2006-12-24,D,L,"5'8""",191.2,94,M,3.16,5,2
374,Stephen,Baldwin,xmack@example.org,9874220062,1999-07-10,D,R,"5'7""",175.2,34,M,3.37,5,5
375,Philip,Thomas,robertswilliam@example.com,1934702901,2003-07-25,D,R,"6'0""",181.7,16,M,2.51,2,2
376,John,Marshall,sandrabowman@example.com,3973474743,2005-03-08,D,R,"6'2""",182.2,87,M,3.34,3,4
377,Juan,Atkins,nelsonchelsea@example.com,9546441344,1999-02-02,D,L,"5'6""",171.2,65,M,3.43,3,2
378,Jeremy,Rice,mark68@example.org,3450274990,1999-03-15,D,R,"5'8""",203.0,87,M,3.89,5,3
379,David,Hodge,lloyddestiny@example.com,3291782160,2005-12-28,G,L,"5'10""",205.3,30,M,2.92,2,5
380,Jon,Crosby,daniel71@example.net,1260789975,2004-05-04,G,R,"5'6""",164.0,31,M,3.51,5,4
381,Jeffrey,Norman,kimberlylawrence@example.com,7648198435,2005-06-09,F,L,"5'8""",177.5,81,M,2.7,4,3
382,Wayne,Bailey,brewershari@example.com,8689144572,2000-11-28,F,L,"5'9""",175.0,49,M,2.93,5,2
383,Howard,Nunez,jennifer32@example.com,7776936044,2000-01-23,F,R,"6'11""",210.0,72,M,3.45,3,5
384,Brett,Hall,adrienne55@example.com,6603744567,2001-04-08,F,L,"5'7""",198.0,9,M,2.76,3,4
385,Thomas,Reed,nixonvincent@example.net,6985617081,1997-10-26,F,R,"6'2""",204.1,6,M,3.91,4,5
386,Alexander,Williams,jonathan99@example.com,9792243327,1999-10-16,F,L,"6'5""",206.2,91,M,3.74,1,4
387,Matthew,Doyle,mdavis@example.com,9260749139,1999-09-22,F,L,"5'6""",202.9,52,M,2.67,5,4
388,Marcus,Wall,emmashaffer@example.com,8119822130,1998-07-23,F,R,"6'6""",208.7,39,M,2.83,3,3
389,Paul,Martin,emonroe@example.net,9393790137,2000-12-10,F,L,"5'7""",192.6,6,M,3.16,5,4
390,Justin,Walker,villaphilip@example.org,0144389831,2003-08-23,F,R,"6'7""",196.1,17,M,3.08,5,4
391,Andrew,Edwards,blackburncrystal@example.org,0849603957,1997-11-06,F,L,"6'3""",167.3,27,M,3.26,4,5
392,Edgar,Kent,robert78@example.net,1530115961,2004-04-09,F,L,"5'6""",189.0,39,M,3.68,3,2
393,Martin,Harris,buchananvirginia@example.com,0314341221,1997-03-09,D,L,"5'9""",192.5,86,M,3.73,4,5
394,James,Giles,melissahawkins@example.net,4838890229,2003-12-22,D,L,"5'9""",188.4,10,M,3.24,5,4
395,Isaac,Jordan,jonesmichael@example.com,3938784362,2002-10-01,D,R,"6'0""",212.5,43,M,3.79,5,2
396,Marcus,Johnson,mholloway@example.com,1927700496,2003-10-07,D,L,"5'8""",172.7,83,M,3.74,2,3
397,Dakota,Evans,ncannon@example.net,1254183384,2003-08-30,D,L,"6'10""",185.4,2,M,3.95,1,1
398,Jason,Robinson,hopkinskevin@example.net,0572642111,2004-07-06,D,R,"5'8""",186.8,18,M,2.88,1,1
399,Scott,King,michellefuller@example.com,4273575651,2001-04-21,G,L,"5'11""",169.1,35,M,3.22,5,4
400,Daniel,Garcia,xweber@example.com,9877395061,2000-08-27,G,R,"6'1""",194.5,35,M,3.82,4,3
401,Justin,Walters,gonzalezkaren@example.org,3719287998,2001-08-09,F,L,"5'11""",217.1,86,M,3.49,2,3
402,Jon,Boone,matthew27@example.com,7650703582,2002-03-26,F,L,"6'8""",197.1,96,M,3.85,2,2
403,Nicholas,Mayo,john19@example.net,8275851277,2001-11-08,F,R,"5'9""",175.3,64,M,3.03,2,4
404,Rodney,Hall,fhammond@example.org,1849168497,2000-12-03,F,L,"6'3""",196.5,59,M,2.52,4,1
405,John,Barnes,michael17@example.net,9161656479,1999-01-04,F,R,"5'10""",198.8,70,M,2.86,2,5
406,Leonard,Hernandez,davidfoster@example.com,8035494949,1997-08-17,F,R,"5'10""",212.0,42,M,2.76,2,4
407,Vincent,Fernandez,poneill@example.com,6226720538,2002-06-30,F,R,"5'10""",216.9,61,M,3.28,3,4
408,Joshua,Garrison,xharrison@example.net,1766010576,2001-06-14,F,L,"5'6""",168.5,15,M,3.99,2,1
409,Alex,Martinez,kevinberry@example.org,7362050275,1999-03-29,F,R,"5'11""",162.0,52,M,2.58,4,4
410,Brett,Beasley,heidi77@example.com,6747044122,2005-02-03,F,R,"6'8""",187.7,71,M,2.94,1,1
411,Billy,Larson,karen78@example.org,2024712095,1999-05-15,F,R,"6'4""",185.3,87,M,3.13,2,2
412,Robert,Bush,barry13@example.org,6932643283,2001-01-30,F,R,"5'7""",165.4,92,M,3.83,4,1
413,Christopher,Ryan,petersmith@example.com,9198102480,2004-11-29,D,R,"6'5""",217.3,74,M,2.77,1,3
414,Jacob,Jackson,walkersharon@example.net,7438235705,2005-10-09,D,R,"6'0""",167.2,34,M,3.47,4,5
415,James,Williams,adamsmelissa@example.org,3560422674,2006-12-06,D,L,"6'10""",215.6,18,M,2.79,4,1
416,Aaron,Watson,brendadavis@example.net,6420948783,2004-06-27,D,L,"6'7""",173.3,29,M,3.3,3,3
417,James,Marshall,ustrickland@example.org,2157835621,1999-04-20,D,L,"5'8""",169.9,68,M,2.66,5,5
418,Clifford,Hill,paulwatson@example.org,2025795829,2005-11-15,D,L,"5'11""",179.0,5,M,2.62,2,3
419,Aaron,Ashley,kellyryan@example.net,5995085843,2002-12-03,G,R,"6'11""",219.0,35,M,3.62,1,3
420,Francisco,Duran,colemanmelissa@example.com,9441533216,2006-10-15,G,L,"6'9""",170.8,35,M,3.7,5,2
421,Jonathan,Martinez,smithpamela@example.com,6088259490,2006-11-25,F,R,"5'6""",168.9,5,M,3.25,1,4
422,Brandon,Carroll,brussell@example.org,6252997271,2002-12-05,F,R,"5'8""",200.2,92,M,2.93,5,4
423,Eric,Robbins,rogerssteven@example.com,8687756594,2000-07-22,F,R,"6'9""",164.7,90,M,3.13,2,2
424,Charles,Cox,robertssydney@example.com,5955834527,1998-07-21,F,L,"5'11""",184.6,36,M,2.95,4,5
425,Russell,Allen,bradleyjanice@example.org,3086058864,2002-02-16,F,L,"6'5""",213.8,83,M,3.73,5,1
426,Michael,Peters,tyoung@example.org,6258088137,2004-08-22,F,L,"5'11""",215.9,52,M,3.85,2,3
427,Paul,Hudson,scottwhite@example.com,9319645480,1997-10-25,F,R,"5'8""",197.8,85,M,2.92,2,3
428,Dalton,Savage,timothy09@example.net,9501392844,2001-07-18,F,L,"6'6""",162.9,6,M,3.27,4,4
429,Robert,Berry,robertsonrodney@example.com,6626893764,2002-10-15,F,R,"5'8""",176.8,7,M,3.52,3,1
430,Aaron,Freeman,longzachary@example.net,6460499313,2001-12-15,F,R,"5'8""",167.4,3,M,3.95,4,2
431,Michael,Baker,stevenlee@example.net,4985245876,1998-07-24,F,R,"5'10""",165.0,58,M,3.06,2,3
432,Mark,Williams,rebeccawilliams@example.net,9423246347,2001-01-25,F,R,"5'7""",175.4,40,M,2.62,4,4
433,Michael,Obrien,rthomas@example.net,3838510734,1998-11-26,D,L,"6'11""",218.1,42,M,3.47,5,5
434,Peter,Rogers,melissa28@example.net,8468001858,1998-06-10,D,L,"5'7""",170.1,2,M,2.85,5,3
435,Patrick,Ferguson,thompsonantonio@example.net,4528157515,1999-02-17,D,R,"6'4""",180.5,64,M,3.46,2,2
436,Timothy,Green,burnettangela@example.net,2857504428,2000-03-03,D,L,"5'10""",161.4,27,M,2.59,2,1
437,Robert,Trujillo,granttracy@example.com,2930647774,2004-11-23,D,R,"6'7""",180.7,30,M,3.95,2,3
438,Charles,Hall,rschmidt@example.org,3237367427,1998-10-24,D,L,"5'10""",216.0,74,M,2.83,2,3
439,William,Williams,hgray@example.com,2680287993,2000-12-31,G,R,"5'9""",194.3,1,M,3.05,4,5
440,Steven,Yates,theresafleming@example.com,6672757159,2001-11-14,G,R,"6'8""",171.2,30,M,3.93,3,2
441,Christopher,Rivera,mcknightelizabeth@example.net,0266294088,1999-05-12,F,R,"6'11""",172.2,55,M,3.32,4,5
442,Nicholas,Potter,jack69@example.org,3293165971,2001-09-13,F,R,"5'6""",178.2,26,M,2.82,2,1
443,Joshua,Castillo,bushcindy@example.com,3360947819,1997-03-21,F,L,"6'9""",164.8,91,M,2.64,1,3
444,Kevin,Branch,christopheribarra@example.net,4030484458,1999-12-11,F,R,"5'6""",163.2,73,M,3.41,5,3
445,Jimmy,Vasquez,nhughes@example.com,3867134617,2001-11-26,F,R,"6'0""",208.1,54,M,3.9,2,5
446,John,Hudson,wendymullen@example.net,1762256294,2005-02-03,F,L,"5'7""",182.2,48,M,3.17,2,2
447,Patrick,Hall,vfreeman@example.com,0647349353,2003-03-05,F,L,"5'10""",189.4,55,M,2.58,4,4
448,Benjamin,Young,wiseedward@example.org,9051233892,2005-05-01,F,R,"6'2""",163.6,31,M,3.0,3,5
449,Lawrence,Smith,williamgomez@example.net,9811604316,1998-03-23,F,R,"6'0""",186.9,34,M,3.7,3,1
450,John,Zimmerman,timothydaugherty@example.net,9776107940,1997-01-30,F,R,"6'9""",197.0,89,M,3.54,5,2
451,Steven,Wu,robertsmonica@example.com,3798649975,2001-02-19,F,R,"5'6""",174.7,51,M,3.96,4,1
452,Samuel,Kim,maychloe@example.com,1165988877,2002-08-05,F,R,"6'6""",193.9,22,M,3.97,4,1
453,Christopher,Martinez,hburton@example.com,4170483598,2005-03-06,D,L,"5'10""",167.3,30,M,2.69,2,4
454,Eddie,Williams,vwheeler@example.org,8903470109,2005-11-11,D,R,"5'10""",217.8,59,M,2.82,4,4
455,David,Best,brianclark@example.net,1337414464,1997-10-04,D,R,"6'5""",214.9,98,M,3.15,4,5
456,Paul,Greer,ericajones@example.com,1035942600,2004-10-15,D,L,"6'8""",167.4,12,M,3.8,5,1
457,Richard,Taylor,reynoldsbrianna@example.net,9174851133,1997-06-11,D,L,"5'7""",201.0,67,M,3.66,5,5
458,Franklin,Vazquez,ehendricks@example.org,9229992562,2006-08-20,D,R,"6'7""",200.5,3,M,3.81,2,1
459,Joseph,Spencer,nfoster@example.com,2818898897,2006-11-16,G,L,"6'9""",184.1,1,M,3.98,2,4
460,Bruce,Campos,cmendez@example.org,4324671933,1999-01-04,G,R,"6'6""",203.8,30,M,3.15,1,3
461,Geoffrey,Smith,raymond49@example.net,4787728581,1999-05-17,F,R,"6'9""",216.9,74,M,3.67,2,5
462,Bryan,Henson,jennifer04@example.net,7763164860,2004-01-10,F,R,"6'9""",161.7,31,M,3.45,4,3
463,Michael,Gomez,lindsey49@example.com,9771255702,2000-03-26,F,R,"6'0""",218.1,26,M,3.74,3,3
464,Shane,Downs,peter16@example.com,4883793859,2001-09-09,F,L,"5'7""",215.3,73,M,3.81,4,2
465,Michael,Olson,shernandez@example.com,0411026414,1997-03-31,F,R,"5'7""",202.5,83,M,2.74,5,4
466,Edwin,Walton,wcowan@example.org,2910151061,2001-08-14,F,R,"6'3""",182.9,66,M,2.95,3,2
467,Bryan,Chambers,albertwright@example.com,8206101013,2006-08-31,F,L,"6'7""",218.3,42,M,3.2,2,5
468,Paul,Arnold,jessicachurch@example.com,7180774682,2001-01-20,F,R,"6'8""",212.6,84,M,3.31,4,1
469,Rick,Ferguson,kennethlopez@example.org,0171430923,2001-05-05,F,R,"5'10""",178.7,88,M,3.57,5,2
470,Lee,Jones,allenbilly@example.net,7814789552,2001-01-07,F,R,"6'0""",178.0,11,M,3.61,2,3
471,Patrick,Glenn,campbellcynthia@example.net,7720521858,2002-08-17,F,L,"5'11""",204.5,33,M,2.84,5,5
472,Zachary,Cannon,richardandersen@example.net,2103132093,1999-06-09,F,L,"5'10""",188.1,57,M,3.8,2,2
473,Paul,Johnson,cfloyd@example.net,8968095145,1997-01-15,D,L,"6'1""",165.8,14,M,3.25,5,5
